Data_Referencia,Codi_Ciutat,Codi_Districte,Codi_Barri,Edat,Valor
2009,01,01,03,30-39 anys,3462
2009,01,01,03,40-49 anys,2262
2009,01,01,03,50-59 anys,1609
2009,01,01,03,60-69 anys,1450
2009,01,01,03,>70 anys,2536
2009,01,01,04,0-9 anys,1608
2009,01,01,04,10-19 anys,1436
2009,01,01,04,20-29 anys,3714
2009,01,01,04,30-39 anys,5721
2009,01,01,04,40-49 anys,3432
2009,01,01,04,50-59 anys,2175
2009,01,01,04,60-69 anys,1720
2009,01,01,04,>70 anys,2938
2009,01,02,05,0-9 anys,2450
2009,01,02,05,10-19 anys,2335
2009,01,02,05,20-29 anys,5056
2009,01,02,05,30-39 anys,6096
2009,01,02,05,40-49 anys,4712
2009,01,02,05,50-59 anys,4125
2009,01,02,05,60-69 anys,3325
2009,01,02,05,>70 anys,4589
2009,01,02,06,0-9 anys,3722
2009,01,02,06,10-19 anys,3644
2009,01,02,06,20-29 anys,7295
2009,01,02,06,30-39 anys,9125
2009,01,02,06,40-49 anys,7833
2009,01,02,06,50-59 anys,6671
2009,01,02,06,60-69 anys,5257
2009,01,02,06,>70 anys,8734
2009,01,02,07,0-9 anys,3418
2009,01,02,07,10-19 anys,3079
2009,01,02,07,20-29 anys,5697
2009,01,02,07,30-39 anys,7540
2009,01,02,07,40-49 anys,6158
2009,01,02,07,50-59 anys,5542
2009,01,02,07,60-69 anys,4402
2009,01,02,07,>70 anys,7009
2009,01,02,08,0-9 anys,3041
2009,01,02,08,10-19 anys,2811
2009,01,02,08,20-29 anys,5808
2009,01,02,08,30-39 anys,7461
2009,01,02,08,40-49 anys,6051
2009,01,02,08,50-59 anys,4984
2009,01,02,08,60-69 anys,4232
2009,01,02,08,>70 anys,7056
2009,01,02,09,0-9 anys,4055
2009,01,02,09,10-19 anys,4173
2009,01,02,09,20-29 anys,8291
2009,01,02,09,30-39 anys,9815
2009,01,02,09,40-49 anys,8137
2009,01,02,09,50-59 anys,7857
2009,01,02,09,60-69 anys,6466
2009,01,02,09,>70 anys,8783
2009,01,02,10,0-9 anys,2572
2009,01,02,10,10-19 anys,2470
2009,01,02,10,20-29 anys,5153
2009,01,02,10,30-39 anys,6799
2009,01,02,10,40-49 anys,5654
2009,01,02,10,50-59 anys,4592
2009,01,02,10,60-69 anys,4045
2009,01,02,10,>70 anys,6719
2009,01,03,11,0-9 anys,3063
2009,01,03,11,10-19 anys,2907
2009,01,03,11,20-29 anys,6065
2009,01,03,11,30-39 anys,8524
2009,01,03,11,40-49 anys,6214
2009,01,03,11,50-59 anys,4415
2009,01,03,11,60-69 anys,3468
2009,01,03,11,>70 anys,5533
2009,01,03,12,0-9 anys,107
2009,01,03,12,10-19 anys,122
2009,01,03,12,20-29 anys,156
2009,01,03,12,30-39 anys,144
2009,01,03,12,40-49 anys,170
2009,01,03,12,50-59 anys,132
2009,01,03,12,60-69 anys,98
2009,01,03,12,>70 anys,205
2009,01,03,13,0-9 anys,2918
2009,01,03,13,10-19 anys,2908
2009,01,03,13,20-29 anys,3691
2009,01,03,13,30-39 anys,5189
2009,01,03,13,40-49 anys,4889
2009,01,03,13,50-59 anys,3476
2009,01,03,13,60-69 anys,2810
2009,01,03,13,>70 anys,3871
2009,01,03,14,0-9 anys,742
2009,01,03,14,10-19 anys,696
2009,01,03,14,20-29 anys,1506
2009,01,03,14,30-39 anys,1791
2009,01,03,14,40-49 anys,1458
2009,01,03,14,50-59 anys,1349
2009,01,03,14,60-69 anys,1109
2009,01,03,14,>70 anys,1412
2009,01,03,15,0-9 anys,1119
2009,01,03,15,10-19 anys,1104
2009,01,03,15,20-29 anys,2502
2009,01,03,15,30-39 anys,2975
2009,01,03,15,40-49 anys,2260
2009,01,03,15,50-59 anys,2124
2009,01,03,15,60-69 anys,1579
2009,01,03,15,>70 anys,2103
2009,01,03,16,0-9 anys,1457
2009,01,03,16,10-19 anys,1464
2009,01,03,16,20-29 anys,2620
2009,01,03,16,30-39 anys,3099
2009,01,03,16,40-49 anys,2830
2009,01,03,16,50-59 anys,2606
2009,01,03,16,60-69 anys,1947
2009,01,03,16,>70 anys,2520
2009,01,03,17,0-9 anys,1694
2009,01,03,17,10-19 anys,1827
2009,01,03,17,20-29 anys,3401
2009,01,03,17,30-39 anys,4121
2009,01,03,17,40-49 anys,3544
2009,01,03,17,50-59 anys,3378
2009,01,03,17,60-69 anys,2608
2009,01,03,17,>70 anys,3380
2009,01,03,18,0-9 anys,3067
2009,01,03,18,10-19 anys,2828
2009,01,03,18,20-29 anys,6401
2009,01,03,18,30-39 anys,7630
2009,01,03,18,40-49 anys,6148
2009,01,03,18,50-59 anys,5050
2009,01,03,18,60-69 anys,4166
2009,01,03,18,>70 anys,6280
2009,01,04,19,0-9 anys,3388
2009,01,04,19,10-19 anys,3724
2009,01,04,19,20-29 anys,6741
2009,01,04,19,30-39 anys,7250
2009,01,04,19,40-49 anys,6457
2009,01,04,19,50-59 anys,6613
2009,01,04,19,60-69 anys,5912
2009,01,04,19,>70 anys,6688
2009,01,04,20,0-9 anys,1744
2009,01,04,20,10-19 anys,1879
2009,01,04,20,20-29 anys,3479
2009,01,04,20,30-39 anys,3470
2009,01,04,20,40-49 anys,3036
2009,01,04,20,50-59 anys,3390
2009,01,04,20,60-69 anys,3157
2009,01,04,20,>70 anys,3467
2009,01,04,21,0-9 anys,987
2009,01,04,21,10-19 anys,1231
2009,01,04,21,20-29 anys,1496
2009,01,04,21,30-39 anys,1477
2009,01,04,21,40-49 anys,1470
2009,01,04,21,50-59 anys,1538
2009,01,04,21,60-69 anys,1494
2009,01,04,21,>70 anys,1796
2009,01,05,22,0-9 anys,572
2009,01,05,22,10-19 anys,468
2009,01,05,22,20-29 anys,389
2009,01,05,22,30-39 anys,658
2009,01,05,22,40-49 anys,774
2009,01,05,22,50-59 anys,547
2009,01,05,22,60-69 anys,376
2009,01,05,22,>70 anys,419
2009,01,05,23,0-9 anys,2814
2009,01,05,23,10-19 anys,2485
2009,01,05,23,20-29 anys,2453
2009,01,05,23,30-39 anys,3459
2009,01,05,23,40-49 anys,3484
2009,01,05,23,50-59 anys,2769
2009,01,05,23,60-69 anys,2384
2009,01,05,23,>70 anys,3478
2009,01,05,24,0-9 anys,1907
2009,01,05,24,10-19 anys,1744
2009,01,05,24,20-29 anys,1718
2009,01,05,24,30-39 anys,2122
2009,01,05,24,40-49 anys,2281
2009,01,05,24,50-59 anys,1874
2009,01,05,24,60-69 anys,1706
2009,01,05,24,>70 anys,1895
2009,01,05,25,0-9 anys,2416
2009,01,05,25,10-19 anys,2437
2009,01,05,25,20-29 anys,3371
2009,01,05,25,30-39 anys,3751
2009,01,05,25,40-49 anys,3521
2009,01,05,25,50-59 anys,2980
2009,01,05,25,60-69 anys,2624
2009,01,05,25,>70 anys,3839
2009,01,05,26,0-9 anys,4648
2009,01,05,26,10-19 anys,4402
2009,01,05,26,20-29 anys,5401
2009,01,05,26,30-39 anys,6827
2009,01,05,26,40-49 anys,6795
2009,01,05,26,50-59 anys,5634
2009,01,05,26,60-69 anys,5120
2009,01,05,26,>70 anys,7402
2009,01,05,27,0-9 anys,2683
2009,01,05,27,10-19 anys,2445
2009,01,05,27,20-29 anys,3696
2009,01,05,27,30-39 anys,4855
2009,01,05,27,40-49 anys,4143
2009,01,05,27,50-59 anys,3664
2009,01,05,27,60-69 anys,3158
2009,01,05,27,>70 anys,3871
2009,01,06,28,0-9 anys,1361
2009,01,06,28,10-19 anys,1220
2009,01,06,28,20-29 anys,1941
2009,01,06,28,30-39 anys,2734
2009,01,06,28,40-49 anys,2179
2009,01,06,28,50-59 anys,1955
2009,01,06,28,60-69 anys,1775
2009,01,06,28,>70 anys,2299
2009,01,06,29,0-9 anys,635
2009,01,06,29,10-19 anys,548
2009,01,06,29,20-29 anys,942
2009,01,06,29,30-39 anys,1421
2009,01,06,29,40-49 anys,1073
2009,01,06,29,50-59 anys,903
2009,01,06,29,60-69 anys,800
2009,01,06,29,>70 anys,857
2009,01,06,30,0-9 anys,1013
2009,01,06,30,10-19 anys,1001
2009,01,06,30,20-29 anys,1789
2009,01,06,30,30-39 anys,2174
2009,01,06,30,40-49 anys,1666
2009,01,06,30,50-59 anys,1780
2009,01,06,30,60-69 anys,1649
2009,01,06,30,>70 anys,1944
2009,01,06,31,0-9 anys,3821
2009,01,06,31,10-19 anys,2911
2009,01,06,31,20-29 anys,7819
2009,01,06,31,30-39 anys,11555
2009,01,06,31,40-49 anys,7489
2009,01,06,31,50-59 anys,5726
2009,01,06,31,60-69 anys,4488
2009,01,06,31,>70 anys,7968
2009,01,06,32,0-9 anys,2610
2009,01,06,32,10-19 anys,2543
2009,01,06,32,20-29 anys,4610
2009,01,06,32,30-39 anys,5906
2009,01,06,32,40-49 anys,4898
2009,01,06,32,50-59 anys,4628
2009,01,06,32,60-69 anys,3928
2009,01,06,32,>70 anys,5310
2009,01,07,33,0-9 anys,1832
2009,01,07,33,10-19 anys,1919
2009,01,07,33,20-29 anys,3325
2009,01,07,33,30-39 anys,4352
2009,01,07,33,40-49 anys,3729
2009,01,07,33,50-59 anys,3243
2009,01,07,33,60-69 anys,2815
2009,01,07,33,>70 anys,4506
2009,01,07,34,0-9 anys,723
2009,01,07,34,10-19 anys,699
2009,01,07,34,20-29 anys,1201
2009,01,07,34,30-39 anys,1539
2009,01,07,34,40-49 anys,1374
2009,01,07,34,50-59 anys,1100
2009,01,07,34,60-69 anys,1013
2009,01,07,34,>70 anys,1337
2009,01,07,35,0-9 anys,2778
2009,01,07,35,10-19 anys,2622
2009,01,07,35,20-29 anys,4386
2009,01,07,35,30-39 anys,6249
2009,01,07,35,40-49 anys,5097
2009,01,07,35,50-59 anys,4401
2009,01,07,35,60-69 anys,4017
2009,01,07,35,>70 anys,5583
2009,01,07,36,0-9 anys,934
2009,01,07,36,10-19 anys,797
2009,01,07,36,20-29 anys,1058
2009,01,07,36,30-39 anys,1469
2009,01,07,36,40-49 anys,1451
2009,01,07,36,50-59 anys,1370
2009,01,07,36,60-69 anys,1209
2009,01,07,36,>70 anys,1203
2009,01,07,37,0-9 anys,2893
2009,01,07,37,10-19 anys,2593
2009,01,07,37,20-29 anys,4218
2009,01,07,37,30-39 anys,6014
2009,01,07,37,40-49 anys,4664
2009,01,07,37,50-59 anys,3586
2009,01,07,37,60-69 anys,3975
2009,01,07,37,>70 anys,4230
2009,01,07,38,0-9 anys,1023
2009,01,07,38,10-19 anys,938
2009,01,07,38,20-29 anys,1521
2009,01,07,38,30-39 anys,2300
2009,01,07,38,40-49 anys,1701
2009,01,07,38,50-59 anys,1381
2009,01,07,38,60-69 anys,1340
2009,01,07,38,>70 anys,1558
2009,01,07,39,0-9 anys,541
2009,01,07,39,10-19 anys,571
2009,01,07,39,20-29 anys,839
2009,01,07,39,30-39 anys,1131
2009,01,07,39,40-49 anys,1029
2009,01,07,39,50-59 anys,781
2009,01,07,39,60-69 anys,812
2009,01,07,39,>70 anys,1353
2009,01,07,40,0-9 anys,421
2009,01,07,40,10-19 anys,317
2009,01,07,40,20-29 anys,388
2009,01,07,40,30-39 anys,797
2009,01,07,40,40-49 anys,783
2009,01,07,40,50-59 anys,359
2009,01,07,40,60-69 anys,477
2009,01,07,40,>70 anys,1549
2009,01,07,41,0-9 anys,476
2009,01,07,41,10-19 anys,478
2009,01,07,41,20-29 anys,605
2009,01,07,41,30-39 anys,831
2009,01,07,41,40-49 anys,894
2009,01,07,41,50-59 anys,695
2009,01,07,41,60-69 anys,757
2009,01,07,41,>70 anys,695
2009,01,07,42,0-9 anys,30
2009,01,07,42,10-19 anys,20
2009,01,07,42,20-29 anys,40
2009,01,07,42,30-39 anys,81
2009,01,07,42,40-49 anys,73
2009,01,07,42,50-59 anys,30
2009,01,07,42,60-69 anys,24
2009,01,07,42,>70 anys,64
2009,01,07,43,0-9 anys,2187
2009,01,07,43,10-19 anys,2023
2009,01,07,43,20-29 anys,3657
2009,01,07,43,30-39 anys,4612
2009,01,07,43,40-49 anys,4016
2009,01,07,43,50-59 anys,3209
2009,01,07,43,60-69 anys,3315
2009,01,07,43,>70 anys,4416
2009,01,08,44,0-9 anys,2022
2009,01,08,44,10-19 anys,2036
2009,01,08,44,20-29 anys,3143
2009,01,08,44,30-39 anys,4128
2009,01,08,44,40-49 anys,3777
2009,01,08,44,50-59 anys,3244
2009,01,08,44,60-69 anys,2950
2009,01,08,44,>70 anys,4253
2009,01,08,45,0-9 anys,1819
2009,01,08,45,10-19 anys,1721
2009,01,08,45,20-29 anys,3371
2009,01,08,45,30-39 anys,4606
2009,01,08,45,40-49 anys,3541
2009,01,08,45,50-59 anys,2616
2009,01,08,45,60-69 anys,3038
2009,01,08,45,>70 anys,4246
2009,01,08,46,0-9 anys,1245
2009,01,08,46,10-19 anys,1212
2009,01,08,46,20-29 anys,1915
2009,01,08,46,30-39 anys,2453
2009,01,08,46,40-49 anys,2244
2009,01,08,46,50-59 anys,1342
2009,01,08,46,60-69 anys,1061
2009,01,08,46,>70 anys,3701
2009,01,08,47,0-9 anys,150
2009,01,08,47,10-19 anys,214
2009,01,08,47,20-29 anys,265
2009,01,08,47,30-39 anys,283
2009,01,08,47,40-49 anys,333
2009,01,08,47,50-59 anys,229
2009,01,08,47,60-69 anys,226
2009,01,08,47,>70 anys,426
2009,01,08,48,0-9 anys,1163
2009,01,08,48,10-19 anys,1101
2009,01,08,48,20-29 anys,1655
2009,01,08,48,30-39 anys,2352
2009,01,08,48,40-49 anys,2122
2009,01,08,48,50-59 anys,1768
2009,01,08,48,60-69 anys,2104
2009,01,08,48,>70 anys,2841
2009,01,08,49,0-9 anys,578
2009,01,08,49,10-19 anys,619
2009,01,08,49,20-29 anys,957
2009,01,08,49,30-39 anys,1065
2009,01,08,49,40-49 anys,1015
2009,01,08,49,50-59 anys,1247
2009,01,08,49,60-69 anys,946
2009,01,08,49,>70 anys,911
2009,01,08,50,0-9 anys,1607
2009,01,08,50,10-19 anys,1460
2009,01,08,50,20-29 anys,2542
2009,01,08,50,30-39 anys,3031
2009,01,08,50,40-49 anys,2232
2009,01,08,50,50-59 anys,1720
2009,01,08,50,60-69 anys,1611
2009,01,08,50,>70 anys,1776
2009,01,08,51,0-9 anys,1051
2009,01,08,51,10-19 anys,911
2009,01,08,51,20-29 anys,1662
2009,01,08,51,30-39 anys,2183
2009,01,08,51,40-49 anys,1709
2009,01,08,51,50-59 anys,1299
2009,01,08,51,60-69 anys,1424
2009,01,08,51,>70 anys,2015
2009,01,08,52,0-9 anys,2275
2009,01,08,52,10-19 anys,1958
2009,01,08,52,20-29 anys,3469
2009,01,08,52,30-39 anys,4558
2009,01,08,52,40-49 anys,3706
2009,01,08,52,50-59 anys,2955
2009,01,08,52,60-69 anys,3484
2009,01,08,52,>70 anys,4005
2009,01,08,53,0-9 anys,762
2009,01,08,53,10-19 anys,686
2009,01,08,53,20-29 anys,1119
2009,01,08,53,30-39 anys,1446
2009,01,08,53,40-49 anys,1164
2009,01,08,53,50-59 anys,864
2009,01,08,53,60-69 anys,558
2009,01,08,53,>70 anys,1460
2009,01,08,54,0-9 anys,260
2009,01,08,54,10-19 anys,232
2009,01,08,54,20-29 anys,305
2009,01,08,54,30-39 anys,333
2009,01,08,54,40-49 anys,330
2009,01,08,54,50-59 anys,270
2009,01,08,54,60-69 anys,189
2009,01,08,54,>70 anys,200
2009,01,08,55,0-9 anys,1210
2009,01,08,55,10-19 anys,1056
2009,01,08,55,20-29 anys,1910
2009,01,08,55,30-39 anys,2341
2009,01,08,55,40-49 anys,1493
2009,01,08,55,50-59 anys,993
2009,01,08,55,60-69 anys,1158
2009,01,08,55,>70 anys,947
2009,01,08,56,0-9 anys,155
2009,01,08,56,10-19 anys,135
2009,01,08,56,20-29 anys,183
2009,01,08,56,30-39 anys,289
2009,01,08,56,40-49 anys,159
2009,01,08,56,50-59 anys,122
2009,01,08,56,60-69 anys,89
2009,01,08,56,>70 anys,167
2009,01,09,57,0-9 anys,1067
2009,01,09,57,10-19 anys,1038
2009,01,09,57,20-29 anys,1700
2009,01,09,57,30-39 anys,2273
2009,01,09,57,40-49 anys,1526
2009,01,09,57,50-59 anys,1022
2009,01,09,57,60-69 anys,852
2009,01,09,57,>70 anys,870
2009,01,09,58,0-9 anys,281
2009,01,09,58,10-19 anys,252
2009,01,09,58,20-29 anys,336
2009,01,09,58,30-39 anys,465
2009,01,09,58,40-49 anys,320
2009,01,09,58,50-59 anys,264
2009,01,09,58,60-69 anys,204
2009,01,09,58,>70 anys,290
2009,01,09,59,0-9 anys,1523
2009,01,09,59,10-19 anys,1029
2009,01,09,59,20-29 anys,2098
2009,01,09,59,30-39 anys,3231
2009,01,09,59,40-49 anys,1954
2009,01,09,59,50-59 anys,1201
2009,01,09,59,60-69 anys,1197
2009,01,09,59,>70 anys,1444
2009,01,09,60,0-9 anys,4887
2009,01,09,60,10-19 anys,4306
2009,01,09,60,20-29 anys,6966
2009,01,09,60,30-39 anys,9727
2009,01,09,60,40-49 anys,8151
2009,01,09,60,50-59 anys,7861
2009,01,09,60,60-69 anys,6207
2009,01,09,60,>70 anys,6918
2009,01,09,61,0-9 anys,2087
2009,01,09,61,10-19 anys,2159
2009,01,09,61,20-29 anys,3954
2009,01,09,61,30-39 anys,4653
2009,01,09,61,40-49 anys,3958
2009,01,09,61,50-59 anys,4309
2009,01,09,61,60-69 anys,3437
2009,01,09,61,>70 anys,3887
2009,01,09,62,0-9 anys,1122
2009,01,09,62,10-19 anys,1041
2009,01,09,62,20-29 anys,1571
2009,01,09,62,30-39 anys,2310
2009,01,09,62,40-49 anys,2151
2009,01,09,62,50-59 anys,1515
2009,01,09,62,60-69 anys,1292
2009,01,09,62,>70 anys,2909
2009,01,09,63,0-9 anys,1735
2009,01,09,63,10-19 anys,1667
2009,01,09,63,20-29 anys,2673
2009,01,09,63,30-39 anys,3465
2009,01,09,63,40-49 anys,3266
2009,01,09,63,50-59 anys,2818
2009,01,09,63,60-69 anys,2552
2009,01,09,63,>70 anys,3370
2009,01,10,64,0-9 anys,2853
2009,01,10,64,10-19 anys,2572
2009,01,10,64,20-29 anys,5229
2009,01,10,64,30-39 anys,7018
2009,01,10,64,40-49 anys,5590
2009,01,10,64,50-59 anys,4956
2009,01,10,64,60-69 anys,4426
2009,01,10,64,>70 anys,5763
2009,01,10,65,0-9 anys,2516
2009,01,10,65,10-19 anys,2374
2009,01,10,65,20-29 anys,3634
2009,01,10,65,30-39 anys,4713
2009,01,10,65,40-49 anys,4427
2009,01,10,65,50-59 anys,3843
2009,01,10,65,60-69 anys,2579
2009,01,10,65,>70 anys,3050
2009,01,10,66,0-9 anys,1013
2009,01,10,66,10-19 anys,946
2009,01,10,66,20-29 anys,2011
2009,01,10,66,30-39 anys,2310
2009,01,10,66,40-49 anys,1952
2009,01,10,66,50-59 anys,1883
2009,01,10,66,60-69 anys,1365
2009,01,10,66,>70 anys,1689
2009,01,10,67,0-9 anys,1197
2009,01,10,67,10-19 anys,1083
2009,01,10,67,20-29 anys,977
2009,01,10,67,30-39 anys,1437
2009,01,10,67,40-49 anys,1906
2009,01,10,67,50-59 anys,1362
2009,01,10,67,60-69 anys,665
2009,01,10,67,>70 anys,329
2009,01,10,68,0-9 anys,3475
2009,01,10,68,10-19 anys,2232
2009,01,10,68,20-29 anys,3503
2009,01,10,68,30-39 anys,6633
2009,01,10,68,40-49 anys,5072
2009,01,10,68,50-59 anys,3293
2009,01,10,68,60-69 anys,2491
2009,01,10,68,>70 anys,3966
2009,01,10,69,0-9 anys,1540
2009,01,10,69,10-19 anys,601
2009,01,10,69,20-29 anys,1035
2009,01,10,69,30-39 anys,2477
2009,01,10,69,40-49 anys,1789
2009,01,10,69,50-59 anys,1021
2009,01,10,69,60-69 anys,1002
2009,01,10,69,>70 anys,888
2009,01,10,70,0-9 anys,1869
2009,01,10,70,10-19 anys,2014
2009,01,10,70,20-29 anys,4091
2009,01,10,70,30-39 anys,4273
2009,01,10,70,40-49 anys,3640
2009,01,10,70,50-59 anys,2652
2009,01,10,70,60-69 anys,1670
2009,01,10,70,>70 anys,3570
2009,01,10,71,0-9 anys,1734
2009,01,10,71,10-19 anys,1757
2009,01,10,71,20-29 anys,2534
2009,01,10,71,30-39 anys,3326
2009,01,10,71,40-49 anys,3260
2009,01,10,71,50-59 anys,2391
2009,01,10,71,60-69 anys,1673
2009,01,10,71,>70 anys,2309
2009,01,10,72,0-9 anys,2092
2009,01,10,72,10-19 anys,1800
2009,01,10,72,20-29 anys,2993
2009,01,10,72,30-39 anys,4295
2009,01,10,72,40-49 anys,3685
2009,01,10,72,50-59 anys,3074
2009,01,10,72,60-69 anys,3307
2009,01,10,72,>70 anys,4656
2009,01,10,73,0-9 anys,2262
2009,01,10,73,10-19 anys,2262
2009,01,10,73,20-29 anys,3509
2009,01,10,73,30-39 anys,4619
2009,01,10,73,40-49 anys,4164
2009,01,10,73,50-59 anys,3631
2009,01,10,73,60-69 anys,3867
2009,01,10,73,>70 anys,4708
2010,01,01,01,0-9 anys,3938
2010,01,01,01,10-19 anys,3428
2010,01,01,01,20-29 anys,8267
2010,01,01,01,30-39 anys,11463
2010,01,01,01,40-49 anys,7450
2010,01,01,01,50-59 anys,4480
2010,01,01,01,60-69 anys,3188
2010,01,01,01,>70 anys,4755
2010,01,01,02,0-9 anys,1100
2010,01,01,02,10-19 anys,790
2010,01,01,02,20-29 anys,3790
2010,01,01,02,30-39 anys,4538
2010,01,01,02,40-49 anys,2876
2010,01,01,02,50-59 anys,1911
2010,01,01,02,60-69 anys,1320
2010,01,01,02,>70 anys,1982
2010,01,01,03,0-9 anys,1068
2010,01,01,03,10-19 anys,915
2010,01,01,03,20-29 anys,2561
2010,01,01,03,30-39 anys,3483
2010,01,01,03,40-49 anys,2271
2010,01,01,03,50-59 anys,1676
2010,01,01,03,60-69 anys,1444
2010,01,01,03,>70 anys,2441
2010,01,01,04,0-9 anys,1639
2010,01,01,04,10-19 anys,1388
2010,01,01,04,20-29 anys,3580
2010,01,01,04,30-39 anys,5702
2010,01,01,04,40-49 anys,3427
2010,01,01,04,50-59 anys,2167
2010,01,01,04,60-69 anys,1722
2010,01,01,04,>70 anys,2776
2010,01,02,05,0-9 anys,2469
2010,01,02,05,10-19 anys,2314
2010,01,02,05,20-29 anys,4790
2010,01,02,05,30-39 anys,6009
2010,01,02,05,40-49 anys,4618
2010,01,02,05,50-59 anys,4119
2010,01,02,05,60-69 anys,3477
2010,01,02,05,>70 anys,4472
2010,01,02,06,0-9 anys,3630
2010,01,02,06,10-19 anys,3641
2010,01,02,06,20-29 anys,6851
2010,01,02,06,30-39 anys,9022
2010,01,02,06,40-49 anys,7618
2010,01,02,06,50-59 anys,6777
2010,01,02,06,60-69 anys,5513
2010,01,02,06,>70 anys,8438
2010,01,02,07,0-9 anys,3483
2010,01,02,07,10-19 anys,3133
2010,01,02,07,20-29 anys,5395
2010,01,02,07,30-39 anys,7464
2010,01,02,07,40-49 anys,6146
2010,01,02,07,50-59 anys,5464
2010,01,02,07,60-69 anys,4632
2010,01,02,07,>70 anys,6772
2010,01,02,08,0-9 anys,3115
2010,01,02,08,10-19 anys,2778
2010,01,02,08,20-29 anys,5550
2010,01,02,08,30-39 anys,7501
2010,01,02,08,40-49 anys,6052
2010,01,02,08,50-59 anys,5035
2010,01,02,08,60-69 anys,4331
2010,01,02,08,>70 anys,6849
2010,01,02,09,0-9 anys,4100
2010,01,02,09,10-19 anys,4077
2010,01,02,09,20-29 anys,7982
2010,01,02,09,30-39 anys,9721
2010,01,02,09,40-49 anys,7979
2010,01,02,09,50-59 anys,7848
2010,01,02,09,60-69 anys,6751
2010,01,02,09,>70 anys,8561
2010,01,02,10,0-9 anys,2603
2010,01,02,10,10-19 anys,2473
2010,01,02,10,20-29 anys,4896
2010,01,02,10,30-39 anys,6690
2010,01,02,10,40-49 anys,5704
2010,01,02,10,50-59 anys,4557
2010,01,02,10,60-69 anys,4160
2010,01,02,10,>70 anys,6557
2010,01,03,11,0-9 anys,3162
2010,01,03,11,10-19 anys,2875
2010,01,03,11,20-29 anys,5823
2010,01,03,11,30-39 anys,8368
2010,01,03,11,40-49 anys,6254
2010,01,03,11,50-59 anys,4482
2010,01,03,11,60-69 anys,3575
2010,01,03,11,>70 anys,5355
2010,01,03,12,0-9 anys,108
2010,01,03,12,10-19 anys,115
2010,01,03,12,20-29 anys,148
2010,01,03,12,30-39 anys,141
2010,01,03,12,40-49 anys,174
2010,01,03,12,50-59 anys,139
2010,01,03,12,60-69 anys,101
2010,01,03,12,>70 anys,187
2010,01,03,13,0-9 anys,2914
2010,01,03,13,10-19 anys,2886
2010,01,03,13,20-29 anys,3562
2010,01,03,13,30-39 anys,5102
2010,01,03,13,40-49 anys,4845
2010,01,03,13,50-59 anys,3599
2010,01,03,13,60-69 anys,2893
2010,01,03,13,>70 anys,3921
2010,01,03,14,0-9 anys,729
2010,01,03,14,10-19 anys,727
2010,01,03,14,20-29 anys,1462
2010,01,03,14,30-39 anys,1825
2010,01,03,14,40-49 anys,1493
2010,01,03,14,50-59 anys,1334
2010,01,03,14,60-69 anys,1142
2010,01,03,14,>70 anys,1424
2010,01,03,15,0-9 anys,1167
2010,01,03,15,10-19 anys,1073
2010,01,03,15,20-29 anys,2402
2010,01,03,15,30-39 anys,2983
2010,01,03,15,40-49 anys,2280
2010,01,03,15,50-59 anys,2158
2010,01,03,15,60-69 anys,1625
2010,01,03,15,>70 anys,2039
2010,01,03,16,0-9 anys,1432
2010,01,03,16,10-19 anys,1421
2010,01,03,16,20-29 anys,2452
2010,01,03,16,30-39 anys,3068
2010,01,03,16,40-49 anys,2782
2010,01,03,16,50-59 anys,2635
2010,01,03,16,60-69 anys,2056
2010,01,03,16,>70 anys,2500
2010,01,03,17,0-9 anys,1760
2010,01,03,17,10-19 anys,1829
2010,01,03,17,20-29 anys,3347
2010,01,03,17,30-39 anys,4160
2010,01,03,17,40-49 anys,3486
2010,01,03,17,50-59 anys,3428
2010,01,03,17,60-69 anys,2758
2010,01,03,17,>70 anys,3279
2010,01,03,18,0-9 anys,3022
2010,01,03,18,10-19 anys,2889
2010,01,03,18,20-29 anys,6069
2010,01,03,18,30-39 anys,7771
2010,01,03,18,40-49 anys,6151
2010,01,03,18,50-59 anys,5142
2010,01,03,18,60-69 anys,4319
2010,01,03,18,>70 anys,6094
2010,01,04,19,0-9 anys,3450
2010,01,04,19,10-19 anys,3633
2010,01,04,19,20-29 anys,6444
2010,01,04,19,30-39 anys,7274
2010,01,04,19,40-49 anys,6285
2010,01,04,19,50-59 anys,6549
2010,01,04,19,60-69 anys,6251
2010,01,04,19,>70 anys,6630
2010,01,04,20,0-9 anys,1783
2010,01,04,20,10-19 anys,1808
2010,01,04,20,20-29 anys,3305
2010,01,04,20,30-39 anys,3492
2010,01,04,20,40-49 anys,2983
2010,01,04,20,50-59 anys,3320
2010,01,04,20,60-69 anys,3310
2010,01,04,20,>70 anys,3457
2010,01,04,21,0-9 anys,1047
2010,01,04,21,10-19 anys,1210
2010,01,04,21,20-29 anys,1425
2010,01,04,21,30-39 anys,1501
2010,01,04,21,40-49 anys,1496
2010,01,04,21,50-59 anys,1481
2010,01,04,21,60-69 anys,1527
2010,01,04,21,>70 anys,1849
2010,01,05,22,0-9 anys,563
2010,01,05,22,10-19 anys,471
2010,01,05,22,20-29 anys,381
2010,01,05,22,30-39 anys,616
2010,01,05,22,40-49 anys,789
2010,01,05,22,50-59 anys,551
2010,01,05,22,60-69 anys,386
2010,01,05,22,>70 anys,418
2010,01,05,23,0-9 anys,2858
2010,01,05,23,10-19 anys,2521
2010,01,05,23,20-29 anys,2387
2010,01,05,23,30-39 anys,3474
2010,01,05,23,40-49 anys,3541
