Data_Referencia,Codi_Districte,Codi_Barri,Poblacio,Import_Total,Renda_Mitjana
2023,08,45,28650,413084149,14418.294904013961
2023,08,46,16107,194185588,12055.974917737629
2023,08,47,2117,24733055,11683.068020784129
2023,08,48,15021,242771835,16162.161973237467
2023,08,49,6647,101992144,15344.08665563412
2023,08,50,16335,178656816,10937.056382001836
2023,08,51,12638,150484609,11907.31199556892
2023,08,52,26284,349441068,13294.820727438746
2023,08,53,7512,81225630,10812.783546325878
2023,08,54,2877,29009664,10083.303441084463
2023,08,55,10747,99589964,9266.768772680749
2023,08,56,1402,14666322,10461
2023,09,57,10206,105593447,10346.212718009014
2023,09,58,2517,27083523,10760.23957091776
2023,09,59,14287,183472230,12841.900328970392
2023,09,60,57038,1004306729,17607.677846348048
2023,09,61,29455,481454767,16345.434289594295
2023,09,62,14486,237641845,16404.932003313545
2023,09,63,21864,371026288,16969.735089645077
2023,10,64,37796,667956822,17672.68552227749
2023,10,65,26029,452771422,17394.883476122784
2023,10,66,16198,295559103,18246.641745894554
2023,10,67,9207,238546402,25909.24318453351
2023,10,68,33635,634782915,18872.689609038203
2023,10,69,13272,273966449,20642.438893911996
2023,10,70,27657,316268059,11435.371117619408
2023,10,71,20985,344351980,16409.434357874674
2023,10,72,25789,400315988,15522.741789134903
2023,10,73,28775,405854220,14104.403822762815
2024,01,01,46348,505162797,10899.344027789764
2024,01,02,26892,337564103,12552.584523278298
2024,01,03,14000,197687225,14120.516071428572
2024,01,04,22034,338657896,15369.78741944268
2024,02,05,35654,686462396,19253.446906377965
2024,02,06,51956,964955985,18572.561109400263
2024,02,07,44176,1050248162,23774.17969032959
2024,02,08,43149,971918624,22524.70796542214
2024,02,09,57291,1187520459,20727.871026862857
2024,02,10,38162,714457446,18721.69818143703
2024,03,11,38523,549643764,14267.937699556109
2024,03,12,1950,24431550,12529
2024,03,13,30609,438179703,14315.387729099284
2024,03,14,10547,183060843,17356.67422015739
2024,03,15,15928,262674801,16491.386300853843
2024,03,16,20086,337936963,16824.50278801155
2024,03,17,24578,396150812,16118.10611115632
2024,03,18,46414,830304774,17889.10186581635
2024,04,19,45903,1069790203,23305.45286800427
2024,04,20,24022,502508161,20918.664599117477
2024,04,21,12389,385818752,31142.041488417144
2024,05,22,4828,112903320,23385.111847555923
2024,05,23,24802,710100732,28630.78509797597
2024,05,24,16208,541359082,33400.73309476802
2024,05,25,26411,762269537,28861.820340009843
2024,05,26,47858,1397038048,29191.316979397383
2024,05,27,29886,712971847,23856.38248678311
2024,06,28,16453,348855553,21203.1576612168
2024,06,29,7846,132929206,16942.28982921234
2024,06,30,13478,277647771,20600.07204332987
2024,06,31,49996,979323709,19588.041223297863
2024,06,32,35738,730840420,20449.952991213835
2024,07,33,25787,462019158,17916.747120642183
2024,07,34,9350,153796374,16448.810053475936
2024,07,35,37676,649920041,17250.2399670878
2024,07,36,9698,201725951,20800.778614147246
2024,07,37,32590,418322876,12835.927462411782
2024,07,38,12279,172445622,14043.94673833374
2024,07,39,7699,112668005,14634.108975191582
2024,07,40,5206,84949001,16317.518440261238
2024,07,41,5784,110386339,19084.775069156294
2024,07,42,767,12320321,16063
2024,07,43,30612,519096901,16957.301091075395
2024,08,44,25898,412768133,15938.224303034984
2024,08,45,30989,446909828,14421.563393462196
2024,08,46,16610,200150837,12050.020288982541
2024,08,47,2120,24757475,11678.05424528302
2024,08,48,15159,244728340,16144.09525694307
2024,08,49,6688,102677567,15352.507027511961
2024,08,50,16736,183015379,10935.431345602294
2024,08,51,13051,155423077,11908.901769979311
2024,08,52,26954,358181964,13288.638569414557
2024,08,53,7602,82169873,10808.980926072087
2024,08,54,3061,30870852,10085.217902646194
2024,08,55,10981,101712726,9262.610509061105
2024,08,56,1419,14844159,10461
2024,09,57,10562,109306927,10349.07470176103
2024,09,58,2549,27440920,10765.366810513928
2024,09,59,15664,199644021,12745.404813585292
2024,09,60,57704,1015940312,17606.063912380425
2024,09,61,29934,489383081,16348.736587158415
2024,09,62,14786,242626398,16409.19775463276
2024,09,63,22231,377102032,16962.891098016284
2024,10,64,38562,681686280,17677.66920802863
2024,10,65,26323,457752326,17389.823576340084
2024,10,66,16812,305948934,18198.24732334047
2024,10,67,9232,239343275,25925.398071923744
2024,10,68,34024,642001593,18869.080443216553
2024,10,69,13324,275229230,20656.651906334435
2024,10,70,30248,345987414,11438.356717799525
2024,10,71,21226,348667028,16426.41232450768
2024,10,72,26215,406657556,15512.399618539004
2024,10,73,29862,418701625,14021.218438148819
